id,time_seconds,timestamp,time_slug,kind,source_frame,analysis_frame,analysis_bbox_xyxy,state_changed_area_ratio,state_mean_absdiff,motion_changed_area_ratio,motion_mean_absdiff,full_image,detail_crop,detail_bbox_xyxy,source_chunk,source_full_image,source_detail_crop,global_event_id
E00188,1411.0,00:23:31.000,00h23m31s000ms,abrupt_change,35275,2560,"106,76,209,130",0.098728,8.5997,0.097857,8.5752,event_frames_full/E00188_00h23m31s000ms_abrupt_change.jpg,event_crops/E00188_00h23m31s000ms_abrupt_change_DETAIL.jpg,"586,427,1304,811",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00188_00h23m31s000ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00188_00h23m31s000ms_abrupt_change_DETAIL.jpg,GE00587
E00189,1412.6,00:23:32.600,00h23m32s600ms,abrupt_change,35315,2568,"0,0,320,140",0.960402,23.1574,0.959888,22.9488,event_frames_full/E00189_00h23m32s600ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00189_00h23m32s600ms_abrupt_change.jpg,,GE00588
E00190,1413.2,00:23:33.200,00h23m33s200ms,stable_change,35330,2571,"0,0,320,140",0.999375,48.2382,0.0,0.0184,event_frames_full/E00190_00h23m33s200ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00190_00h23m33s200ms_stable_change.jpg,,GE00589
E00191,1414.2,00:23:34.200,00h23m34s200ms,abrupt_change,35355,2576,"0,0,317,140",0.983437,34.4908,0.983013,34.4748,event_frames_full/E00191_00h23m34s200ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00191_00h23m34s200ms_abrupt_change.jpg,,GE00590
E00192,1414.8,00:23:34.800,00h23m34s800ms,stable_change,35370,2579,"0,0,318,140",0.99375,59.5965,0.000268,0.5421,event_frames_full/E00192_00h23m34s800ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00192_00h23m34s800ms_stable_change.jpg,,GE00591
E00193,1416.6,00:23:36.600,00h23m36s600ms,settled,35415,2588,"0,45,53,83",0.010692,0.6553,0.000201,0.0324,event_frames_full/E00193_00h23m36s600ms_settled.jpg,event_crops/E00193_00h23m36s600ms_settled_DETAIL.jpg,"0,240,368,529",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00193_00h23m36s600ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00193_00h23m36s600ms_settled_DETAIL.jpg,GE00592
E00194,1418.0,00:23:38.000,00h23m38s000ms,abrupt_change,35450,2595,"0,0,320,140",0.136362,7.9002,0.137813,7.8985,event_frames_full/E00194_00h23m38s000ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00194_00h23m38s000ms_abrupt_change.jpg,,GE00593
E00195,1418.4,00:23:38.400,00h23m38s400ms,abrupt_change,35460,2597,"3,2,293,119",0.049554,3.1071,0.049554,3.1071,event_frames_full/E00195_00h23m38s400ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00195_00h23m38s400ms_abrupt_change.jpg,,GE00594
E00196,1419.0,00:23:39.000,00h23m39s000ms,stable_change,35475,2600,"2,0,320,140",0.056987,4.7658,0.0,0.0017,event_frames_full/E00196_00h23m39s000ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00196_00h23m39s000ms_stable_change.jpg,,GE00595
E00197,1419.4,00:23:39.400,00h23m39s400ms,abrupt_change,35485,2602,"0,45,301,140",0.14808,7.8779,0.14808,7.8779,event_frames_full/E00197_00h23m39s400ms_abrupt_change.jpg,event_crops/E00197_00h23m39s400ms_abrupt_change_DETAIL.jpg,"0,240,1856,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00197_00h23m39s400ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00197_00h23m39s400ms_abrupt_change_DETAIL.jpg,GE00596
E00198,1420.8,00:23:40.800,00h23m40s800ms,abrupt_change,35520,2609,"28,3,320,140",0.184754,8.4723,0.185938,8.4722,event_frames_full/E00198_00h23m40s800ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00198_00h23m40s800ms_abrupt_change.jpg,,GE00597
E00199,1421.4,00:23:41.400,00h23m41s400ms,stable_change,35535,2612,"28,5,320,140",0.164598,9.528,0.0,0.0017,event_frames_full/E00199_00h23m41s400ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00199_00h23m41s400ms_stable_change.jpg,,GE00598
E00200,1422.6,00:23:42.600,00h23m42s600ms,settled,35565,2618,"28,81,41,93",0.003304,0.9126,0.002098,0.1344,event_frames_full/E00200_00h23m42s600ms_settled.jpg,event_crops/E00200_00h23m42s600ms_settled_DETAIL.jpg,"118,457,296,589",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00200_00h23m42s600ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00200_00h23m42s600ms_settled_DETAIL.jpg,GE00599
E00201,1423.8,00:23:43.800,00h23m43s800ms,settled,35595,2624,"30,21,70,91",0.011004,0.7142,0.001964,0.0801,event_frames_full/E00201_00h23m43s800ms_settled.jpg,event_crops/E00201_00h23m43s800ms_settled_DETAIL.jpg,"130,96,470,577",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00201_00h23m43s800ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00201_00h23m43s800ms_settled_DETAIL.jpg,GE00600
E00202,1425.6,00:23:45.600,00h23m45s600ms,abrupt_change,35640,2633,"0,2,320,140",0.259487,14.1815,0.257924,14.1013,event_frames_full/E00202_00h23m45s600ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00202_00h23m45s600ms_abrupt_change.jpg,,GE00601
E00203,1426.0,00:23:46.000,00h23m46s000ms,abrupt_change,35650,2635,"0,2,320,140",0.120714,6.2444,0.120714,6.2444,event_frames_full/E00203_00h23m46s000ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00203_00h23m46s000ms_abrupt_change.jpg,,GE00602
E00204,1426.4,00:23:46.400,00h23m46s400ms,abrupt_change,35660,2637,"0,22,320,140",0.136071,6.9926,0.136071,6.9926,event_frames_full/E00204_00h23m46s400ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00204_00h23m46s400ms_abrupt_change.jpg,,GE00603
E00205,1426.8,00:23:46.800,00h23m46s800ms,abrupt_change,35670,2639,"0,0,320,140",0.99404,54.2648,0.995379,54.1975,event_frames_full/E00205_00h23m46s800ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00205_00h23m46s800ms_abrupt_change.jpg,,GE00604
E00206,1427.2,00:23:47.200,00h23m47s200ms,abrupt_change,35680,2641,"0,0,320,140",0.996786,65.2483,0.996786,65.2483,event_frames_full/E00206_00h23m47s200ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00206_00h23m47s200ms_abrupt_change.jpg,,GE00605
E00207,1427.8,00:23:47.800,00h23m47s800ms,stable_change,35695,2644,"105,42,212,100",0.124018,10.2103,0.0,0.0001,event_frames_full/E00207_00h23m47s800ms_stable_change.jpg,event_crops/E00207_00h23m47s800ms_stable_change_DETAIL.jpg,"580,222,1322,631",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00207_00h23m47s800ms_stable_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00207_00h23m47s800ms_stable_change_DETAIL.jpg,GE00606
E00208,1428.2,00:23:48.200,00h23m48s200ms,abrupt_change,35705,2646,"106,76,209,130",0.09067,8.3486,0.09067,8.3486,event_frames_full/E00208_00h23m48s200ms_abrupt_change.jpg,event_crops/E00208_00h23m48s200ms_abrupt_change_DETAIL.jpg,"586,427,1304,811",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00208_00h23m48s200ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00208_00h23m48s200ms_abrupt_change_DETAIL.jpg,GE00607
E00209,1431.8,00:23:51.800,00h23m51s800ms,settled,35795,2664,"110,82,205,116",0.019062,0.58,0.000268,0.0146,event_frames_full/E00209_00h23m51s800ms_settled.jpg,event_crops/E00209_00h23m51s800ms_settled_DETAIL.jpg,"610,463,1280,727",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00209_00h23m51s800ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00209_00h23m51s800ms_settled_DETAIL.jpg,GE00608
E00210,1435.0,00:23:55.000,00h23m55s000ms,settled,35875,2680,"110,77,205,116",0.009576,0.4338,0.0,0.0131,event_frames_full/E00210_00h23m55s000ms_settled.jpg,event_crops/E00210_00h23m55s000ms_settled_DETAIL.jpg,"610,433,1280,727",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00210_00h23m55s000ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00210_00h23m55s000ms_settled_DETAIL.jpg,GE00609
E00211,1438.6,00:23:58.600,00h23m58s600ms,settled,35965,2698,"110,77,206,127",0.029888,0.7852,0.0,0.0,event_frames_full/E00211_00h23m58s600ms_settled.jpg,event_crops/E00211_00h23m58s600ms_settled_DETAIL.jpg,"610,433,1286,793",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00211_00h23m58s600ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00211_00h23m58s600ms_settled_DETAIL.jpg,GE00610
E00212,1443.0,00:24:03.000,00h24m03s000ms,abrupt_change,36075,2720,"106,76,209,130",0.090357,8.9105,0.090402,8.6868,event_frames_full/E00212_00h24m03s000ms_abrupt_change.jpg,event_crops/E00212_00h24m03s000ms_abrupt_change_DETAIL.jpg,"586,427,1304,811",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00212_00h24m03s000ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00212_00h24m03s000ms_abrupt_change_DETAIL.jpg,GE00611
E00213,1444.4,00:24:04.400,00h24m04s400ms,abrupt_change,36110,2727,"0,0,320,140",1.0,69.0376,1.0,69.0151,event_frames_full/E00213_00h24m04s400ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00213_00h24m04s400ms_abrupt_change.jpg,,GE00612
E00214,1445.6,00:24:05.600,00h24m05s600ms,abrupt_change,36140,2733,"0,0,320,140",1.0,66.8505,1.0,66.8729,event_frames_full/E00214_00h24m05s600ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00214_00h24m05s600ms_abrupt_change.jpg,,GE00613
E00215,1446.0,00:24:06.000,00h24m06s000ms,abrupt_change,36150,2735,"0,0,320,140",0.923348,99.1919,0.923348,99.1919,event_frames_full/E00215_00h24m06s000ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00215_00h24m06s000ms_abrupt_change.jpg,,GE00614
E00216,1446.6,00:24:06.600,00h24m06s600ms,stable_change,36165,2738,"0,0,320,140",0.861897,14.1126,0.0,0.0,event_frames_full/E00216_00h24m06s600ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00216_00h24m06s600ms_stable_change.jpg,,GE00615
E00217,1449.6,00:24:09.600,00h24m09s600ms,abrupt_change,36240,2753,"0,0,320,140",0.993237,68.5271,0.993237,68.4238,event_frames_full/E00217_00h24m09s600ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00217_00h24m09s600ms_abrupt_change.jpg,,GE00616
E00218,1450.0,00:24:10.000,00h24m10s000ms,abrupt_change,36250,2755,"0,0,320,140",0.991004,56.8151,0.991004,56.8151,event_frames_full/E00218_00h24m10s000ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00218_00h24m10s000ms_abrupt_change.jpg,,GE00617
E00219,1450.8,00:24:10.800,00h24m10s800ms,abrupt_change,36270,2759,"72,0,320,136",0.171786,8.5735,0.170915,8.4936,event_frames_full/E00219_00h24m10s800ms_abrupt_change.jpg,event_crops/E00219_00h24m10s800ms_abrupt_change_DETAIL.jpg,"382,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00219_00h24m10s800ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00219_00h24m10s800ms_abrupt_change_DETAIL.jpg,GE00618
E00220,1451.4,00:24:11.400,00h24m11s400ms,stable_change,36285,2762,"72,0,320,128",0.156964,8.4914,0.000201,0.0554,event_frames_full/E00220_00h24m11s400ms_stable_change.jpg,event_crops/E00220_00h24m11s400ms_stable_change_DETAIL.jpg,"382,0,1920,799",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00220_00h24m11s400ms_stable_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00220_00h24m11s400ms_stable_change_DETAIL.jpg,GE00619
E00221,1457.6,00:24:17.600,00h24m17s600ms,abrupt_change,36440,2793,"89,5,320,138",0.069018,4.4346,0.057879,4.1404,event_frames_full/E00221_00h24m17s600ms_abrupt_change.jpg,event_crops/E00221_00h24m17s600ms_abrupt_change_DETAIL.jpg,"484,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00221_00h24m17s600ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00221_00h24m17s600ms_abrupt_change_DETAIL.jpg,GE00620
E00222,1458.0,00:24:18.000,00h24m18s000ms,abrupt_change,36450,2795,"88,0,320,138",0.109754,4.5577,0.111473,4.7325,event_frames_full/E00222_00h24m18s000ms_abrupt_change.jpg,event_crops/E00222_00h24m18s000ms_abrupt_change_DETAIL.jpg,"478,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00222_00h24m18s000ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00222_00h24m18s000ms_abrupt_change_DETAIL.jpg,GE00621
E00223,1458.4,00:24:18.400,00h24m18s400ms,abrupt_change,36460,2797,"91,0,320,140",0.044687,2.9328,0.040848,2.7701,event_frames_full/E00223_00h24m18s400ms_abrupt_change.jpg,event_crops/E00223_00h24m18s400ms_abrupt_change_DETAIL.jpg,"496,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00223_00h24m18s400ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00223_00h24m18s400ms_abrupt_change_DETAIL.jpg,GE00622
E00224,1458.8,00:24:18.800,00h24m18s800ms,abrupt_change,36470,2799,"72,0,320,140",0.184978,10.76,0.156429,10.3727,event_frames_full/E00224_00h24m18s800ms_abrupt_change.jpg,event_crops/E00224_00h24m18s800ms_abrupt_change_DETAIL.jpg,"382,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00224_00h24m18s800ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00224_00h24m18s800ms_abrupt_change_DETAIL.jpg,GE00623
E00225,1463.8,00:24:23.800,00h24m23s800ms,abrupt_change,36595,2824,"72,0,320,140",0.169219,10.5912,0.162946,10.3488,event_frames_full/E00225_00h24m23s800ms_abrupt_change.jpg,event_crops/E00225_00h24m23s800ms_abrupt_change_DETAIL.jpg,"382,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00225_00h24m23s800ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00225_00h24m23s800ms_abrupt_change_DETAIL.jpg,GE00624
E00226,1464.4,00:24:24.400,00h24m24s400ms,stable_change,36610,2827,"88,0,320,140",0.082835,3.5859,0.0,0.5754,event_frames_full/E00226_00h24m24s400ms_stable_change.jpg,event_crops/E00226_00h24m24s400ms_stable_change_DETAIL.jpg,"478,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00226_00h24m24s400ms_stable_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00226_00h24m24s400ms_stable_change_DETAIL.jpg,GE00625
E00227,1464.8,00:24:24.800,00h24m24s800ms,abrupt_change,36620,2829,"88,0,320,136",0.085938,3.85,0.085938,3.85,event_frames_full/E00227_00h24m24s800ms_abrupt_change.jpg,event_crops/E00227_00h24m24s800ms_abrupt_change_DETAIL.jpg,"478,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00227_00h24m24s800ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00227_00h24m24s800ms_abrupt_change_DETAIL.jpg,GE00626
E00228,1465.6,00:24:25.600,00h24m25s600ms,abrupt_change,36640,2833,"72,6,320,140",0.049844,3.3775,0.047545,3.229,event_frames_full/E00228_00h24m25s600ms_abrupt_change.jpg,event_crops/E00228_00h24m25s600ms_abrupt_change_DETAIL.jpg,"382,6,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00228_00h24m25s600ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00228_00h24m25s600ms_abrupt_change_DETAIL.jpg,GE00627
E00229,1466.2,00:24:26.200,00h24m26s200ms,stable_change,36655,2836,"73,0,320,140",0.048281,3.7055,0.0,0.015,event_frames_full/E00229_00h24m26s200ms_stable_change.jpg,event_crops/E00229_00h24m26s200ms_stable_change_DETAIL.jpg,"388,0,1920,842",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00229_00h24m26s200ms_stable_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00229_00h24m26s200ms_stable_change_DETAIL.jpg,GE00628
E00230,1468.0,00:24:28.000,00h24m28s000ms,abrupt_change,36700,2845,"0,0,320,140",0.870201,40.3933,0.870469,40.351,event_frames_full/E00230_00h24m28s000ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00230_00h24m28s000ms_abrupt_change.jpg,,GE00629
E00231,1468.6,00:24:28.600,00h24m28s600ms,stable_change,36715,2848,"0,0,320,140",0.849241,22.5147,0.0,0.0054,event_frames_full/E00231_00h24m28s600ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00231_00h24m28s600ms_stable_change.jpg,,GE00630
E00232,1487.2,00:24:47.200,00h24m47s200ms,abrupt_change,37180,2941,"220,0,320,128",0.040871,1.9775,0.040603,1.9505,event_frames_full/E00232_00h24m47s200ms_abrupt_change.jpg,event_crops/E00232_00h24m47s200ms_abrupt_change_DETAIL.jpg,"1270,0,1920,799",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00232_00h24m47s200ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00232_00h24m47s200ms_abrupt_change_DETAIL.jpg,GE00631
E00233,1633.8,00:27:13.800,00h27m13s800ms,abrupt_change,40845,3674,"0,0,320,140",0.953527,42.4136,0.951384,42.4992,event_frames_full/E00233_00h27m13s800ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00233_00h27m13s800ms_abrupt_change.jpg,,GE00632
E00234,1634.4,00:27:14.400,00h27m14s400ms,stable_change,40860,3677,"0,0,320,140",0.945915,23.6874,0.0,0.0129,event_frames_full/E00234_00h27m14s400ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00234_00h27m14s400ms_stable_change.jpg,,GE00633
E00235,1635.4,00:27:15.400,00h27m15s400ms,abrupt_change,40885,3682,"0,0,320,140",0.826607,43.4489,0.825,43.1545,event_frames_full/E00235_00h27m15s400ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00235_00h27m15s400ms_abrupt_change.jpg,,GE00634
E00236,1636.0,00:27:16.000,00h27m16s000ms,stable_change,40900,3685,"0,0,320,140",0.386384,16.805,0.0,0.0118,event_frames_full/E00236_00h27m16s000ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00236_00h27m16s000ms_stable_change.jpg,,GE00635
E00237,1638.4,00:27:18.400,00h27m18s400ms,abrupt_change,40960,3697,"0,0,320,140",0.947723,46.9151,0.951875,46.9511,event_frames_full/E00237_00h27m18s400ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00237_00h27m18s400ms_abrupt_change.jpg,,GE00636
E00238,1638.8,00:27:18.800,00h27m18s800ms,abrupt_change,40970,3699,"0,0,320,133",0.462902,10.9475,0.462902,10.9475,event_frames_full/E00238_00h27m18s800ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00238_00h27m18s800ms_abrupt_change.jpg,,GE00637
E00239,1639.2,00:27:19.200,00h27m19s200ms,abrupt_change,40980,3701,"0,0,320,140",0.638437,67.0577,0.088326,5.2078,event_frames_full/E00239_00h27m19s200ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00239_00h27m19s200ms_abrupt_change.jpg,,GE00638
E00240,1639.8,00:27:19.800,00h27m19s800ms,stable_change,40995,3704,"28,33,303,72",0.038058,3.0035,0.0,0.0,event_frames_full/E00240_00h27m19s800ms_stable_change.jpg,event_crops/E00240_00h27m19s800ms_stable_change_DETAIL.jpg,"118,168,1868,463",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00240_00h27m19s800ms_stable_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00240_00h27m19s800ms_stable_change_DETAIL.jpg,GE00639
E00241,1640.4,00:27:20.400,00h27m20s400ms,stable_change,41010,3707,"0,2,320,140",0.166629,8.7757,0.0,0.0,event_frames_full/E00241_00h27m20s400ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00241_00h27m20s400ms_stable_change.jpg,,GE00640
E00242,1648.8,00:27:28.800,00h27m28s800ms,settled,41220,3749,"0,46,53,92",0.010067,0.7407,0.0,0.0,event_frames_full/E00242_00h27m28s800ms_settled.jpg,event_crops/E00242_00h27m28s800ms_settled_DETAIL.jpg,"0,246,368,583",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00242_00h27m28s800ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00242_00h27m28s800ms_settled_DETAIL.jpg,GE00641
E00243,1651.0,00:27:31.000,00h27m31s000ms,settled,41275,3760,"0,46,53,92",0.010134,0.6522,0.0,0.0,event_frames_full/E00243_00h27m31s000ms_settled.jpg,event_crops/E00243_00h27m31s000ms_settled_DETAIL.jpg,"0,246,368,583",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00243_00h27m31s000ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00243_00h27m31s000ms_settled_DETAIL.jpg,GE00642
E00244,1655.4,00:27:35.400,00h27m35s400ms,abrupt_change,41385,3782,"0,2,320,140",0.215714,11.6805,0.214754,11.6879,event_frames_full/E00244_00h27m35s400ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00244_00h27m35s400ms_abrupt_change.jpg,,GE00643
E00245,1655.8,00:27:35.800,00h27m35s800ms,abrupt_change,41395,3784,"2,2,281,121",0.058103,3.3827,0.040335,2.6518,event_frames_full/E00245_00h27m35s800ms_abrupt_change.jpg,event_crops/E00245_00h27m35s800ms_abrupt_change_DETAIL.jpg,"0,0,1736,757",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00245_00h27m35s800ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00245_00h27m35s800ms_abrupt_change_DETAIL.jpg,GE00644
E00246,1656.4,00:27:36.400,00h27m36s400ms,abrupt_change,41410,3787,"28,42,305,75",0.037344,1.8277,0.036205,1.7642,event_frames_full/E00246_00h27m36s400ms_abrupt_change.jpg,event_crops/E00246_00h27m36s400ms_abrupt_change_DETAIL.jpg,"118,222,1880,481",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00246_00h27m36s400ms_abrupt_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00246_00h27m36s400ms_abrupt_change_DETAIL.jpg,GE00645
E00247,1657.0,00:27:37.000,00h27m37s000ms,stable_change,41425,3790,"28,43,306,79",0.051138,2.721,0.0,0.0,event_frames_full/E00247_00h27m37s000ms_stable_change.jpg,event_crops/E00247_00h27m37s000ms_stable_change_DETAIL.jpg,"118,228,1886,505",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00247_00h27m37s000ms_stable_change.jpg,event_chunks_5fps/chunk_02/event_crops/E00247_00h27m37s000ms_stable_change_DETAIL.jpg,GE00646
E00248,1657.6,00:27:37.600,00h27m37s600ms,stable_change,41440,3793,"0,2,320,140",0.146362,8.3339,0.003973,0.2078,event_frames_full/E00248_00h27m37s600ms_stable_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00248_00h27m37s600ms_stable_change.jpg,,GE00647
E00249,1662.2,00:27:42.200,00h27m42s200ms,settled,41555,3816,"0,47,64,102",0.009732,0.5431,0.0,0.0,event_frames_full/E00249_00h27m42s200ms_settled.jpg,event_crops/E00249_00h27m42s200ms_settled_DETAIL.jpg,"0,252,434,643",chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00249_00h27m42s200ms_settled.jpg,event_chunks_5fps/chunk_02/event_crops/E00249_00h27m42s200ms_settled_DETAIL.jpg,GE00648
E00250,1663.4,00:27:43.400,00h27m43s400ms,abrupt_change,41585,3822,"0,0,320,140",0.954866,63.8269,0.955223,63.8881,event_frames_full/E00250_00h27m43s400ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00250_00h27m43s400ms_abrupt_change.jpg,,GE00649
E00251,1663.8,00:27:43.800,00h27m43s800ms,abrupt_change,41595,3824,"0,0,320,140",0.953728,52.3985,0.079531,4.1413,event_frames_full/E00251_00h27m43s800ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00251_00h27m43s800ms_abrupt_change.jpg,,GE00650
E00252,1675.0,00:27:55.000,00h27m55s000ms,abrupt_change,41875,3880,"0,0,320,140",0.961518,67.1133,0.961719,67.0907,event_frames_full/E00252_00h27m55s000ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00252_00h27m55s000ms_abrupt_change.jpg,,GE00651
E00253,1675.6,00:27:55.600,00h27m55s600ms,abrupt_change,41890,3883,"0,0,320,140",0.962589,169.7383,0.962589,169.7383,event_frames_full/E00253_00h27m55s600ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00253_00h27m55s600ms_abrupt_change.jpg,,GE00652
E00254,1676.0,00:27:56.000,00h27m56s000ms,abrupt_change,41900,3885,"3,2,282,140",0.094062,5.2882,0.093996,5.2896,event_frames_full/E00254_00h27m56s000ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00254_00h27m56s000ms_abrupt_change.jpg,,GE00653
E00255,1676.4,00:27:56.400,00h27m56s400ms,abrupt_change,41910,3887,"0,0,320,140",0.959063,118.4313,0.959063,118.4164,event_frames_full/E00255_00h27m56s400ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00255_00h27m56s400ms_abrupt_change.jpg,,GE00654
E00256,1676.8,00:27:56.800,00h27m56s800ms,abrupt_change,41920,3889,"0,0,320,140",0.958929,116.9805,0.037701,1.3758,event_frames_full/E00256_00h27m56s800ms_abrupt_change.jpg,,,chunk_02,event_chunks_5fps/chunk_02/event_frames_full/E00256_00h27m56s800ms_abrupt_change.jpg,,GE00655
