id,time_seconds,timestamp,time_slug,kind,source_frame,analysis_frame,analysis_bbox_xyxy,state_changed_area_ratio,state_mean_absdiff,motion_changed_area_ratio,motion_mean_absdiff,full_image,detail_crop,detail_bbox_xyxy,source_chunk,source_full_image,source_detail_crop,global_event_id
E00001,0.0,00:00:00.000,00h00m00s000ms,video_start,0,0,,1,255,0,0,event_frames_full/E00001_00h00m00s000ms_video_start.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00001_00h00m00s000ms_video_start.jpg,,GE00001
E00002,5.6,00:00:05.600,00h00m05s600ms,abrupt_change,140,28,"55,2,320,126",0.219219,8.8025,0.221496,8.5109,event_frames_full/E00002_00h00m05s600ms_abrupt_change.jpg,event_crops/E00002_00h00m05s600ms_abrupt_change_DETAIL.jpg,"280,0,1920,787",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00002_00h00m05s600ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00002_00h00m05s600ms_abrupt_change_DETAIL.jpg,GE00002
E00003,6.2,00:00:06.200,00h00m06s200ms,stable_change,155,31,"78,13,193,128",0.017165,1.3139,0.000737,0.2447,event_frames_full/E00003_00h00m06s200ms_stable_change.jpg,event_crops/E00003_00h00m06s200ms_stable_change_DETAIL.jpg,"418,48,1208,799",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00003_00h00m06s200ms_stable_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00003_00h00m06s200ms_stable_change_DETAIL.jpg,GE00003
E00004,24.8,00:00:24.800,00h00m24s800ms,abrupt_change,620,124,"0,0,320,140",1.0,235.5472,1.0,235.7996,event_frames_full/E00004_00h00m24s800ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00004_00h00m24s800ms_abrupt_change.jpg,,GE00004
E00005,25.4,00:00:25.400,00h00m25s400ms,stable_change,635,127,"0,25,320,115",0.630446,18.6682,0.0,0.0,event_frames_full/E00005_00h00m25s400ms_stable_change.jpg,event_crops/E00005_00h00m25s400ms_stable_change_DETAIL.jpg,"0,120,1920,721",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00005_00h00m25s400ms_stable_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00005_00h00m25s400ms_stable_change_DETAIL.jpg,GE00005
E00006,36.8,00:00:36.800,00h00m36s800ms,abrupt_change,920,184,"0,0,320,140",0.718326,95.8571,0.718326,95.8571,event_frames_full/E00006_00h00m36s800ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00006_00h00m36s800ms_abrupt_change.jpg,,GE00006
E00007,42.6,00:00:42.600,00h00m42s600ms,abrupt_change,1065,213,"23,0,296,140",0.853125,107.7587,0.853549,108.0795,event_frames_full/E00007_00h00m42s600ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00007_00h00m42s600ms_abrupt_change.jpg,,GE00007
E00008,43.2,00:00:43.200,00h00m43s200ms,stable_change,1080,216,"0,25,320,115",0.630446,18.6682,0.0,0.0,event_frames_full/E00008_00h00m43s200ms_stable_change.jpg,event_crops/E00008_00h00m43s200ms_stable_change_DETAIL.jpg,"0,120,1920,721",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00008_00h00m43s200ms_stable_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00008_00h00m43s200ms_stable_change_DETAIL.jpg,GE00008
E00009,56.2,00:00:56.200,00h00m56s200ms,abrupt_change,1405,281,"0,0,320,140",1.0,223.7386,1.0,223.7386,event_frames_full/E00009_00h00m56s200ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00009_00h00m56s200ms_abrupt_change.jpg,,GE00009
E00010,84.2,00:01:24.200,00h01m24s200ms,abrupt_change,2105,421,"0,0,320,140",0.192656,11.9871,0.192902,12.0254,event_frames_full/E00010_00h01m24s200ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00010_00h01m24s200ms_abrupt_change.jpg,,GE00010
E00011,84.6,00:01:24.600,00h01m24s600ms,abrupt_change,2115,423,"2,2,306,121",0.082969,6.665,0.0725,6.3542,event_frames_full/E00011_00h01m24s600ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00011_00h01m24s600ms_abrupt_change.jpg,,GE00011
E00012,85.0,00:01:25.000,00h01m25s000ms,abrupt_change,2125,425,"0,0,320,140",0.136272,9.1489,0.119844,8.0203,event_frames_full/E00012_00h01m25s000ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00012_00h01m25s000ms_abrupt_change.jpg,,GE00012
E00013,86.8,00:01:26.800,00h01m26s800ms,settled,2170,434,"0,24,14,36",0.003705,0.807,0.002478,0.2048,event_frames_full/E00013_00h01m26s800ms_settled.jpg,event_crops/E00013_00h01m26s800ms_settled_DETAIL.jpg,"0,114,134,246",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00013_00h01m26s800ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00013_00h01m26s800ms_settled_DETAIL.jpg,GE00013
E00014,88.8,00:01:28.800,00h01m28s800ms,abrupt_change,2220,444,"0,3,320,140",0.091295,5.0506,0.09125,5.042,event_frames_full/E00014_00h01m28s800ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00014_00h01m28s800ms_abrupt_change.jpg,,GE00014
E00015,89.2,00:01:29.200,00h01m29s200ms,abrupt_change,2230,446,"0,3,320,140",0.226652,12.5786,0.226652,12.5786,event_frames_full/E00015_00h01m29s200ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00015_00h01m29s200ms_abrupt_change.jpg,,GE00015
E00016,90.2,00:01:30.200,00h01m30s200ms,motion_progress,2255,451,"0,41,193,90",0.02442,1.4254,0.025915,1.2226,event_frames_full/E00016_00h01m30s200ms_motion_progress.jpg,event_crops/E00016_00h01m30s200ms_motion_progress_DETAIL.jpg,"0,216,1208,571",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00016_00h01m30s200ms_motion_progress.jpg,event_chunks_5fps/chunk_01/event_crops/E00016_00h01m30s200ms_motion_progress_DETAIL.jpg,GE00016
E00017,90.8,00:01:30.800,00h01m30s800ms,stable_change,2270,454,"0,12,73,56",0.050179,3.0884,0.0,0.0,event_frames_full/E00017_00h01m30s800ms_stable_change.jpg,event_crops/E00017_00h01m30s800ms_stable_change_DETAIL.jpg,"0,42,488,366",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00017_00h01m30s800ms_stable_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00017_00h01m30s800ms_stable_change_DETAIL.jpg,GE00017
E00018,91.4,00:01:31.400,00h01m31s400ms,abrupt_change,2285,457,"0,2,320,140",0.528906,36.9432,0.528906,36.9432,event_frames_full/E00018_00h01m31s400ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00018_00h01m31s400ms_abrupt_change.jpg,,GE00018
E00019,92.0,00:01:32.000,00h01m32s000ms,stable_change,2300,460,"0,2,320,136",0.345714,15.3717,0.0,0.0054,event_frames_full/E00019_00h01m32s000ms_stable_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00019_00h01m32s000ms_stable_change.jpg,,GE00019
E00020,98.4,00:01:38.400,00h01m38s400ms,motion_progress,2460,492,"268,8,310,46",0.027366,2.9423,0.027031,2.799,event_frames_full/E00020_00h01m38s400ms_motion_progress.jpg,event_crops/E00020_00h01m38s400ms_motion_progress_DETAIL.jpg,"1558,18,1910,306",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00020_00h01m38s400ms_motion_progress.jpg,event_chunks_5fps/chunk_01/event_crops/E00020_00h01m38s400ms_motion_progress_DETAIL.jpg,GE00020
E00021,101.4,00:01:41.400,00h01m41s400ms,motion_progress,2535,507,"268,8,310,46",0.027366,2.8051,0.027031,2.7347,event_frames_full/E00021_00h01m41s400ms_motion_progress.jpg,event_crops/E00021_00h01m41s400ms_motion_progress_DETAIL.jpg,"1558,18,1910,306",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00021_00h01m41s400ms_motion_progress.jpg,event_chunks_5fps/chunk_01/event_crops/E00021_00h01m41s400ms_motion_progress_DETAIL.jpg,GE00021
E00022,101.8,00:01:41.800,00h01m41s800ms,abrupt_change,2545,509,"0,0,320,140",0.514129,39.7988,0.514129,39.7988,event_frames_full/E00022_00h01m41s800ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00022_00h01m41s800ms_abrupt_change.jpg,,GE00022
E00023,102.4,00:01:42.400,00h01m42s400ms,stable_change,2560,512,"113,31,207,112",0.072991,4.5911,0.0,0.0054,event_frames_full/E00023_00h01m42s400ms_stable_change.jpg,event_crops/E00023_00h01m42s400ms_stable_change_DETAIL.jpg,"628,156,1292,703",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00023_00h01m42s400ms_stable_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00023_00h01m42s400ms_stable_change_DETAIL.jpg,GE00023
E00024,104.4,00:01:44.400,00h01m44s400ms,settled,2610,522,"115,79,205,89",0.01971,0.4987,0.0,0.0,event_frames_full/E00024_00h01m44s400ms_settled.jpg,event_crops/E00024_00h01m44s400ms_settled_DETAIL.jpg,"640,445,1280,565",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00024_00h01m44s400ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00024_00h01m44s400ms_settled_DETAIL.jpg,GE00024
E00025,111.0,00:01:51.000,00h01m51s000ms,abrupt_change,2775,555,"114,21,206,112",0.067656,3.7429,0.061161,3.4374,event_frames_full/E00025_00h01m51s000ms_abrupt_change.jpg,event_crops/E00025_00h01m51s000ms_abrupt_change_DETAIL.jpg,"634,96,1286,703",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00025_00h01m51s000ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00025_00h01m51s000ms_abrupt_change_DETAIL.jpg,GE00025
E00026,116.8,00:01:56.800,00h01m56s800ms,settled,2920,584,"114,81,206,93",0.024576,0.6684,0.0,0.005,event_frames_full/E00026_00h01m56s800ms_settled.jpg,event_crops/E00026_00h01m56s800ms_settled_DETAIL.jpg,"634,457,1286,589",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00026_00h01m56s800ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00026_00h01m56s800ms_settled_DETAIL.jpg,GE00026
E00027,117.4,00:01:57.400,00h01m57s400ms,abrupt_change,2935,587,"2,0,320,140",0.473214,34.7882,0.473214,34.7882,event_frames_full/E00027_00h01m57s400ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00027_00h01m57s400ms_abrupt_change.jpg,,GE00027
E00028,117.8,00:01:57.800,00h01m57s800ms,abrupt_change,2945,589,"0,2,320,136",0.34221,15.2695,0.34221,15.2695,event_frames_full/E00028_00h01m57s800ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00028_00h01m57s800ms_abrupt_change.jpg,,GE00028
E00029,125.2,00:02:05.200,00h02m05s200ms,abrupt_change,3130,626,"0,0,320,140",0.554286,41.1601,0.557098,41.4792,event_frames_full/E00029_00h02m05s200ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00029_00h02m05s200ms_abrupt_change.jpg,,GE00029
E00030,125.8,00:02:05.800,00h02m05s800ms,abrupt_change,3145,629,"2,2,306,121",0.084621,6.2538,0.059062,5.7544,event_frames_full/E00030_00h02m05s800ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00030_00h02m05s800ms_abrupt_change.jpg,,GE00030
E00031,126.4,00:02:06.400,00h02m06s400ms,stable_change,3160,632,"0,0,320,140",0.065312,4.8585,0.0,0.0,event_frames_full/E00031_00h02m06s400ms_stable_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00031_00h02m06s400ms_stable_change.jpg,,GE00031
E00032,127.0,00:02:07.000,00h02m07s000ms,stable_change,3175,635,"0,23,320,140",0.121942,8.1017,0.0,0.0125,event_frames_full/E00032_00h02m07s000ms_stable_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00032_00h02m07s000ms_stable_change.jpg,,GE00032
E00033,137.0,00:02:17.000,00h02m17s000ms,abrupt_change,3425,685,"0,2,320,140",0.218147,12.8005,0.216518,13.0252,event_frames_full/E00033_00h02m17s000ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00033_00h02m17s000ms_abrupt_change.jpg,,GE00033
E00034,137.4,00:02:17.400,00h02m17s400ms,abrupt_change,3435,687,"3,2,320,140",0.037969,2.1588,0.036205,2.0895,event_frames_full/E00034_00h02m17s400ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00034_00h02m17s400ms_abrupt_change.jpg,,GE00034
E00035,137.8,00:02:17.800,00h02m17s800ms,abrupt_change,3445,689,"2,3,288,140",0.076116,4.7277,0.076116,4.7274,event_frames_full/E00035_00h02m17s800ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00035_00h02m17s800ms_abrupt_change.jpg,,GE00035
E00036,143.4,00:02:23.400,00h02m23s400ms,motion_progress,3585,717,"30,50,75,73",0.011496,1.285,0.011138,0.7826,event_frames_full/E00036_00h02m23s400ms_motion_progress.jpg,event_crops/E00036_00h02m23s400ms_motion_progress_DETAIL.jpg,"130,270,500,469",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00036_00h02m23s400ms_motion_progress.jpg,event_chunks_5fps/chunk_01/event_crops/E00036_00h02m23s400ms_motion_progress_DETAIL.jpg,GE00036
E00037,145.0,00:02:25.000,00h02m25s000ms,settled,3625,725,"30,50,75,73",0.011362,0.796,0.0,0.0112,event_frames_full/E00037_00h02m25s000ms_settled.jpg,event_crops/E00037_00h02m25s000ms_settled_DETAIL.jpg,"130,270,500,469",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00037_00h02m25s000ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00037_00h02m25s000ms_settled_DETAIL.jpg,GE00037
E00038,156.6,00:02:36.600,00h02m36s600ms,settled,3915,783,"70,50,237,107",0.01125,0.7336,0.0,0.009,event_frames_full/E00038_00h02m36s600ms_settled.jpg,event_crops/E00038_00h02m36s600ms_settled_DETAIL.jpg,"370,270,1472,673",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00038_00h02m36s600ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00038_00h02m36s600ms_settled_DETAIL.jpg,GE00038
E00039,160.0,00:02:40.000,00h02m40s000ms,settled,4000,800,"190,47,237,107",0.012188,0.7249,0.0,0.0013,event_frames_full/E00039_00h02m40s000ms_settled.jpg,event_crops/E00039_00h02m40s000ms_settled_DETAIL.jpg,"1090,252,1472,673",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00039_00h02m40s000ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00039_00h02m40s000ms_settled_DETAIL.jpg,GE00039
E00040,173.2,00:02:53.200,00h02m53s200ms,settled,4330,866,"30,97,74,140",0.015201,1.0648,0.000201,0.0099,event_frames_full/E00040_00h02m53s200ms_settled.jpg,event_crops/E00040_00h02m53s200ms_settled_DETAIL.jpg,"130,553,494,842",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00040_00h02m53s200ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00040_00h02m53s200ms_settled_DETAIL.jpg,GE00040
E00041,174.0,00:02:54.000,00h02m54s000ms,stable_change,4350,870,"30,97,74,138",0.022254,1.5059,0.000268,0.0795,event_frames_full/E00041_00h02m54s000ms_stable_change.jpg,event_crops/E00041_00h02m54s000ms_stable_change_DETAIL.jpg,"130,553,494,842",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00041_00h02m54s000ms_stable_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00041_00h02m54s000ms_stable_change_DETAIL.jpg,GE00041
E00042,174.4,00:02:54.400,00h02m54s400ms,abrupt_change,4360,872,"27,3,320,140",0.110156,5.5154,0.110156,5.5154,event_frames_full/E00042_00h02m54s400ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00042_00h02m54s400ms_abrupt_change.jpg,,GE00042
E00043,175.0,00:02:55.000,00h02m55s000ms,stable_change,4375,875,"30,15,320,138",0.086853,4.9872,0.0,0.0067,event_frames_full/E00043_00h02m55s000ms_stable_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00043_00h02m55s000ms_stable_change.jpg,,GE00043
E00044,175.4,00:02:55.400,00h02m55s400ms,abrupt_change,4385,877,"30,14,320,138",0.09125,5.2733,0.098036,5.3515,event_frames_full/E00044_00h02m55s400ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00044_00h02m55s400ms_abrupt_change.jpg,,GE00044
E00045,176.0,00:02:56.000,00h02m56s000ms,stable_change,4400,880,"31,9,320,137",0.083527,4.042,0.0,0.0125,event_frames_full/E00045_00h02m56s000ms_stable_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00045_00h02m56s000ms_stable_change.jpg,,GE00045
E00046,177.2,00:02:57.200,00h02m57s200ms,settled,4430,886,"30,67,98,119",0.017567,0.938,0.0,0.0128,event_frames_full/E00046_00h02m57s200ms_settled.jpg,event_crops/E00046_00h02m57s200ms_settled_DETAIL.jpg,"130,372,638,745",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00046_00h02m57s200ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00046_00h02m57s200ms_settled_DETAIL.jpg,GE00046
E00047,178.2,00:02:58.200,00h02m58s200ms,settled,4455,891,"75,76,119,120",0.018371,0.9963,0.000268,0.0149,event_frames_full/E00047_00h02m58s200ms_settled.jpg,event_crops/E00047_00h02m58s200ms_settled_DETAIL.jpg,"400,427,764,751",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00047_00h02m58s200ms_settled.jpg,event_chunks_5fps/chunk_01/event_crops/E00047_00h02m58s200ms_settled_DETAIL.jpg,GE00047
E00048,180.4,00:03:00.400,00h03m00s400ms,abrupt_change,4510,902,"75,67,163,120",0.032165,1.7717,0.03192,1.7556,event_frames_full/E00048_00h03m00s400ms_abrupt_change.jpg,event_crops/E00048_00h03m00s400ms_abrupt_change_DETAIL.jpg,"400,372,1028,751",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00048_00h03m00s400ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00048_00h03m00s400ms_abrupt_change_DETAIL.jpg,GE00048
E00049,183.6,00:03:03.600,00h03m03s600ms,motion_progress,4590,918,"119,67,231,120",0.029063,1.9854,0.028594,1.9623,event_frames_full/E00049_00h03m03s600ms_motion_progress.jpg,event_crops/E00049_00h03m03s600ms_motion_progress_DETAIL.jpg,"664,372,1436,751",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00049_00h03m03s600ms_motion_progress.jpg,event_chunks_5fps/chunk_01/event_crops/E00049_00h03m03s600ms_motion_progress_DETAIL.jpg,GE00049
E00050,186.0,00:03:06.000,00h03m06s000ms,motion_progress,4650,930,"164,71,231,94",0.027009,1.7235,0.026652,1.6954,event_frames_full/E00050_00h03m06s000ms_motion_progress.jpg,event_crops/E00050_00h03m06s000ms_motion_progress_DETAIL.jpg,"934,397,1436,595",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00050_00h03m06s000ms_motion_progress.jpg,event_chunks_5fps/chunk_01/event_crops/E00050_00h03m06s000ms_motion_progress_DETAIL.jpg,GE00050
E00051,186.6,00:03:06.600,00h03m06s600ms,stable_change,4665,933,"164,68,231,94",0.025156,1.5946,0.000201,0.0158,event_frames_full/E00051_00h03m06s600ms_stable_change.jpg,event_crops/E00051_00h03m06s600ms_stable_change_DETAIL.jpg,"934,378,1436,595",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00051_00h03m06s600ms_stable_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00051_00h03m06s600ms_stable_change_DETAIL.jpg,GE00051
E00052,200.2,00:03:20.200,00h03m20s200ms,abrupt_change,5005,1001,"32,9,320,133",0.074174,4.0023,0.077679,4.0742,event_frames_full/E00052_00h03m20s200ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00052_00h03m20s200ms_abrupt_change.jpg,,GE00052
E00053,200.6,00:03:20.600,00h03m20s600ms,abrupt_change,5015,1003,"32,13,320,133",0.073884,4.1015,0.07692,4.0597,event_frames_full/E00053_00h03m20s600ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00053_00h03m20s600ms_abrupt_change.jpg,,GE00053
E00054,201.2,00:03:21.200,00h03m21s200ms,abrupt_change,5030,1006,"32,12,320,130",0.06529,3.8181,0.068839,3.8143,event_frames_full/E00054_00h03m21s200ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00054_00h03m21s200ms_abrupt_change.jpg,,GE00054
E00055,206.0,00:03:26.000,00h03m26s000ms,abrupt_change,5150,1030,"39,63,162,115",0.049442,3.0084,0.04933,2.9668,event_frames_full/E00055_00h03m26s000ms_abrupt_change.jpg,event_crops/E00055_00h03m26s000ms_abrupt_change_DETAIL.jpg,"184,348,1022,721",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00055_00h03m26s000ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00055_00h03m26s000ms_abrupt_change_DETAIL.jpg,GE00055
E00056,210.4,00:03:30.400,00h03m30s400ms,abrupt_change,5260,1052,"39,72,160,89",0.045424,2.9213,0.045424,2.8678,event_frames_full/E00056_00h03m30s400ms_abrupt_change.jpg,event_crops/E00056_00h03m30s400ms_abrupt_change_DETAIL.jpg,"184,403,1010,565",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00056_00h03m30s400ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00056_00h03m30s400ms_abrupt_change_DETAIL.jpg,GE00056
E00057,210.8,00:03:30.800,00h03m30s800ms,abrupt_change,5270,1054,,0.0,0.0353,0.04567,3.257,event_frames_full/E00057_00h03m30s800ms_abrupt_change.jpg,,,chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00057_00h03m30s800ms_abrupt_change.jpg,,GE00057
E00058,211.2,00:03:31.200,00h03m31s200ms,abrupt_change,5280,1056,"39,79,160,96",0.04567,3.2553,0.04567,3.2552,event_frames_full/E00058_00h03m31s200ms_abrupt_change.jpg,event_crops/E00058_00h03m31s200ms_abrupt_change_DETAIL.jpg,"184,445,1010,607",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00058_00h03m31s200ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00058_00h03m31s200ms_abrupt_change_DETAIL.jpg,GE00058
E00059,212.2,00:03:32.200,00h03m32s200ms,stable_change,5305,1061,"39,72,162,115",0.073371,4.5716,0.0,0.0008,event_frames_full/E00059_00h03m32s200ms_stable_change.jpg,event_crops/E00059_00h03m32s200ms_stable_change_DETAIL.jpg,"184,403,1022,721",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00059_00h03m32s200ms_stable_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00059_00h03m32s200ms_stable_change_DETAIL.jpg,GE00059
E00060,212.6,00:03:32.600,00h03m32s600ms,abrupt_change,5315,1063,"39,72,162,112",0.05558,4.0725,0.054978,4.132,event_frames_full/E00060_00h03m32s600ms_abrupt_change.jpg,event_crops/E00060_00h03m32s600ms_abrupt_change_DETAIL.jpg,"184,403,1022,703",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00060_00h03m32s600ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00060_00h03m32s600ms_abrupt_change_DETAIL.jpg,GE00060
E00061,213.0,00:03:33.000,00h03m33s000ms,abrupt_change,5325,1065,"39,72,162,112",0.051406,2.8885,0.061875,4.0794,event_frames_full/E00061_00h03m33s000ms_abrupt_change.jpg,event_crops/E00061_00h03m33s000ms_abrupt_change_DETAIL.jpg,"184,403,1022,703",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00061_00h03m33s000ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00061_00h03m33s000ms_abrupt_change_DETAIL.jpg,GE00061
E00062,213.4,00:03:33.400,00h03m33s400ms,abrupt_change,5335,1067,"40,73,160,114",0.033661,1.9605,0.033661,1.9605,event_frames_full/E00062_00h03m33s400ms_abrupt_change.jpg,event_crops/E00062_00h03m33s400ms_abrupt_change_DETAIL.jpg,"190,409,1010,715",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00062_00h03m33s400ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00062_00h03m33s400ms_abrupt_change_DETAIL.jpg,GE00062
E00063,213.8,00:03:33.800,00h03m33s800ms,abrupt_change,5345,1069,"40,73,162,114",0.05308,2.4869,0.069464,4.212,event_frames_full/E00063_00h03m33s800ms_abrupt_change.jpg,event_crops/E00063_00h03m33s800ms_abrupt_change_DETAIL.jpg,"190,409,1022,715",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00063_00h03m33s800ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00063_00h03m33s800ms_abrupt_change_DETAIL.jpg,GE00063
E00064,214.2,00:03:34.200,00h03m34s200ms,abrupt_change,5355,1071,"39,73,162,110",0.061786,3.9091,0.051138,2.9125,event_frames_full/E00064_00h03m34s200ms_abrupt_change.jpg,event_crops/E00064_00h03m34s200ms_abrupt_change_DETAIL.jpg,"184,409,1022,691",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00064_00h03m34s200ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00064_00h03m34s200ms_abrupt_change_DETAIL.jpg,GE00064
E00065,214.6,00:03:34.600,00h03m34s600ms,abrupt_change,5365,1073,"39,79,160,109",0.059754,4.3474,0.059263,4.6975,event_frames_full/E00065_00h03m34s600ms_abrupt_change.jpg,event_crops/E00065_00h03m34s600ms_abrupt_change_DETAIL.jpg,"184,445,1010,685",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00065_00h03m34s600ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00065_00h03m34s600ms_abrupt_change_DETAIL.jpg,GE00065
E00066,215.6,00:03:35.600,00h03m35s600ms,abrupt_change,5390,1078,"39,83,160,106",0.059397,4.7047,0.059308,4.697,event_frames_full/E00066_00h03m35s600ms_abrupt_change.jpg,event_crops/E00066_00h03m35s600ms_abrupt_change_DETAIL.jpg,"184,469,1010,667",chunk_01,event_chunks_5fps/chunk_01/event_frames_full/E00066_00h03m35s600ms_abrupt_change.jpg,event_chunks_5fps/chunk_01/event_crops/E00066_00h03m35s600ms_abrupt_change_DETAIL.jpg,GE00066
