chapter_event_id,timestamp,frame_path,detail_crop_path,screen_or_module,visible_change,controls_or_data,possible_functionality,classification,confidence,current_platform_status,platform_evidence,notes
CH13-E0056,00:38:34.200,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0056_00h38m34s200ms_abrupt_change.jpg,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0056_00h38m34s200ms_DETAIL.jpg,,,,,,,,,
CH13-E0057,00:38:34.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0057_00h38m34s800ms_stable_change.jpg,,,,,,,,,,
CH13-E0058,00:38:38.600,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0058_00h38m38s600ms_abrupt_change.jpg,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0058_00h38m38s600ms_DETAIL.jpg,,,,,,,,,
CH13-E0059,00:38:39.200,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0059_00h38m39s200ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0060,00:38:48.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0060_00h38m48s000ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0061,00:38:48.600,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0061_00h38m48s600ms_stable_change.jpg,,,,,,,,,,
CH13-E0062,00:38:49.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0062_00h38m49s000ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0063,00:38:51.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0063_00h38m51s000ms_motion_progress.jpg,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0063_00h38m51s000ms_DETAIL.jpg,,,,,,,,,
CH13-E0064,00:38:51.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0064_00h38m51s400ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0065,00:38:52.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0065_00h38m52s400ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0066,00:38:53.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0066_00h38m53s000ms_stable_change.jpg,,,,,,,,,,
CH13-E0067,00:38:54.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0067_00h38m54s400ms_settled.jpg,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0067_00h38m54s400ms_DETAIL.jpg,,,,,,,,,
CH13-E0068,00:38:58.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0068_00h38m58s000ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0069,00:38:58.600,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0069_00h38m58s600ms_stable_change.jpg,,,,,,,,,,
CH13-E0070,00:39:12.600,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0070_00h39m12s600ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0071,00:39:13.200,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0071_00h39m13s200ms_stable_change.jpg,,,,,,,,,,
CH13-E0072,00:39:15.200,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0072_00h39m15s200ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0073,00:39:15.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0073_00h39m15s800ms_stable_change.jpg,,,,,,,,,,
CH13-E0074,00:39:22.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0074_00h39m22s400ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0075,00:39:23.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0075_00h39m23s000ms_stable_change.jpg,,,,,,,,,,
CH13-E0076,00:39:23.600,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0076_00h39m23s600ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0077,00:39:24.200,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0077_00h39m24s200ms_stable_change.jpg,,,,,,,,,,
CH13-E0078,00:39:25.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0078_00h39m25s800ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0079,00:39:26.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0079_00h39m26s400ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0080,00:39:26.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0080_00h39m26s800ms_abrupt_change.jpg,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0080_00h39m26s800ms_DETAIL.jpg,,,,,,,,,
CH13-E0081,00:39:28.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0081_00h39m28s400ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0082,00:39:32.600,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0082_00h39m32s600ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0083,00:39:33.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0083_00h39m33s000ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0084,00:39:33.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0084_00h39m33s400ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0085,00:39:34.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0085_00h39m34s000ms_stable_change.jpg,,,,,,,,,,
CH13-E0086,00:39:35.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0086_00h39m35s800ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0087,00:39:36.200,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0087_00h39m36s200ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0088,00:39:36.600,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0088_00h39m36s600ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0089,00:39:37.200,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0089_00h39m37s200ms_stable_change.jpg,,,,,,,,,,
CH13-E0090,00:39:38.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0090_00h39m38s800ms_abrupt_change.jpg,,,,,,,,,,
CH13-E0091,00:39:40.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0091_00h39m40s800ms_settled.jpg,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0091_00h39m40s800ms_DETAIL.jpg,,,,,,,,,
CH13-E0092,00:39:43.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0092_00h39m43s000ms_settled.jpg,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0092_00h39m43s000ms_DETAIL.jpg,,,,,,,,,
